"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Clinical Trials cited","Relative Citation Ratio",
"ZIADK075007"," ","2020","Fosam, Andin; Sikder, Shanaz; Abel, Brent S; Tella, Sri Harsha; Walter, Mary F; Mari, Andrea; Muniyappa, Ranganath","United States","1945-7197","4","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32052016'>The Journal of clinical endocrinology and metabolism</a>","J Clin Endocrinol Metab","105","eng"," ","7059993","32052016","2020 Apr 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7059993'>Reduced Insulin Clearance and Insulin-Degrading Enzyme Activity Contribute to Hyperinsulinemia in African Americans.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32052016&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32052016'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7059993&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7059993'>Cited By, Google</a>"," ",4.61
"ZIADK047052"," ","2020","Sekizkardes, Hilal; Chung, Stephanie Therese; Chacko, Shaji; Haymond, Morey W; Startzell, Megan; Walter, Mary; Walter, Peter J; Lightbourne, Marissa; Brown, Rebecca J","United States","1558-8238","7","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32191645'>The Journal of clinical investigation</a>","J Clin Invest","130","eng","3592-3602","7324196","32191645","2020 Jul 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7324196'>Free fatty acid processing diverges in human pathologic insulin resistance conditions.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32191645&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32191645'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7324196&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7324196'>Cited By, Google</a>"," ",2.31
"ZIADK075007"," ","2020","Muniyappa, Ranganath; Gubbi, Sriram","United States","1522-1555","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32228322'>American journal of physiology. Endocrinology and metabolism</a>","Am J Physiol Endocrinol Metab","318","eng","E736-E741","7191633","32228322","2020 05 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7191633'>COVID-19 pandemic, coronaviruses, and diabetes mellitus.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32228322&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32228322'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7191633&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7191633'>Cited By, Google</a>"," ",70.87
"ZICDK071013"," ","2020","Chen, Kong Y","United States","1932-2968"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33269598'>Journal of diabetes science and technology</a>","J Diabetes Sci Technol"," ","eng","1932296820976584"," ","33269598","2020 Dec 03","Predicting Body Composition From Anthropometrics.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33269598&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33269598'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," "," ",
"ZIADK075007"," ","2020","Muniyappa, Ranganath; Chen, Hui; Montagnani, Monica; Sherman, Arthur; Quon, Michael J","United States","1522-1555","3","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32776829'>American journal of physiology. Endocrinology and metabolism</a>","Am J Physiol Endocrinol Metab","319","eng","E629-E646","7642854","32776829","2020 09 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7642854'>Endothelial dysfunction due to selective insulin resistance in vascular endothelium: insights from mechanistic modeling.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32776829&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32776829'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7642854&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7642854'>Cited By, Google</a>"," ",1.98
"ZIADK025021"," ","2020","Wang, Lihui; Xu, Yue; Rogers, Heather; Saidi, Layla; Noguchi, Constance Tom; Li, Honglin; Yewdell, Jonathan Wilson; Guydosh, Nicholas Raymond; Ye, Yihong","England","1748-7838","1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/31595041'>Cell research</a>","Cell Res","30","eng","5-20","6951344","31595041","2020 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/6951344'>UFMylation of RPL26 links translocation-associated quality control to endoplasmic reticulum protein homeostasis.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=31595041&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/31595041'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6951344&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/6951344'>Cited By, Google</a>"," ",4.79
"ZIADK075007"," ","2020","Baykal, Annah P; Parks, Elizabeth J; Shamburek, Robert; Syed-Abdul, Majid M; Chacko, Shaji; Cochran, Elaine; Startzell, Megan; Gharib, Ahmed M; Ouwerkerk, Ronald; Abd-Elmoniem, Khaled Z; Walter, Peter J; Walter, Mary; Muniyappa, Ranganath; Chung, Stephanie T; Brown, Rebecca J","United States","2379-3708","14","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32573497'>JCI insight</a>","JCI Insight","5","eng"," "," ","32573497","2020 Jul 23","Leptin decreases de novo lipogenesis in patients with lipodystrophy.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32573497&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32573497'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," ",2.49
"ZIADK013022"," ","2020","Xu, Shixin; Chang, Joshua C; Chow, Carson C; Brennan, K C; Huang, Huaxiong","United States","1553-7358","7","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32667909'>PLoS computational biology</a>","PLoS Comput Biol","16","eng","e1007996","7416967","32667909","2020 07","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7416967'>A mathematical model for persistent post-CSD vasoconstriction.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32667909&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32667909'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7416967&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7416967'>Cited By, Google</a>"," ",0.5
"ZIADK025061"," ","2020","Suresh, Sukanya; Lee, Jeeyoung; Noguchi, Constance Tom","Switzerland","2296-634X"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33330462'>Frontiers in cell and developmental biology</a>","Front Cell Dev Biol","8","eng","584696","7732496","33330462","2020","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7732496'>Effects of Erythropoietin in White Adipose Tissue and Bone Microenvironment.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33330462&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33330462'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7732496&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7732496'>Cited By, Google</a>"," ",0.45
"ZIADK060103"," ","2020","Urso, Sarel J; Comly, Marcella; Hanover, John A; Lamitina, Todd","United States","1553-7404","10","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33006972'>PLoS genetics</a>","PLoS Genet","16","eng","e1008821","7556452","33006972","2020 10","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7556452'>The O-GlcNAc transferase OGT is a conserved and essential regulator of the cellular and organismal response to hypertonic stress.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33006972&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33006972'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7556452&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7556452'>Cited By, Google</a>"," ",0.37
"ZIADK075137"," ","2020","Hobabagabo, Arsene F; Osei-Tutu, Nana H; Hormenu, Thomas; Shoup, Elyssa M; DuBose, Christopher W; Mabundo, Lilian S; Ha, Joon; Sherman, Arthur; Chung, Stephanie T; Sacks, David B; Sumner, Anne E","United States","1935-5548"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32801129'>Diabetes care</a>","Diabetes Care"," ","eng"," "," ","32801129","2020 Aug 14","Improved Detection of Abnormal Glucose Tolerance in Africans: The Value of Combining Hemoglobin A1c With Glycated Albumin.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32801129&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32801129'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," ",0.93
"ZICDK071013"," ","2020","Stefansdottir, Runa; Rognvaldsdottir, Vaka; Gestsdottir, Sunna; Gudmundsdottir, Sigridur L; Chen, Kong Y; Brychta, Robert J; Johannsson, Erlingur","United States","2352-7226","6","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32534820'>Sleep health</a>","Sleep Health","6","eng","749-757","7726031","32534820","2020 12","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7726031'>Changes in sleep and activity from age 15 to 17 in students with traditional and college-style school schedules.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32534820&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32534820'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7726031&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7726031'>Cited By, Google</a>"," ",0.76
"ZICDK071013"," ","2020","Han, Julia; Heinemann, Lutz; Ginsberg, Barry H; Alva, Shridhara; Appel, Matthias; Bess, Stephan; Chen, Kong Y; Freckmann, Guido; Harris, Dennis R; Hartwig, Matthias; Hinzmann, Rolf; Kerr, David; Krouwer, Jan; Morrow, Linda; Nichols, James; Pfützner, Andreas; Pleus, Stefan; Rice, Mark; Sacks, David B; Schlueter, Kevin; Vesper, Hubert W; Klonoff, David C","United States","1932-2968","3","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32174135'>Journal of diabetes science and technology</a>","J Diabetes Sci Technol","14","eng","679-686","7576944","32174135","2020 05","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7576944'>The YSI 2300 Analyzer Replacement Meeting Report.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32174135&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32174135'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7576944&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7576944'>Cited By, Google</a>"," ",1.05
"ZIADK060103"," ","2020","Lee, Byeong Eun; Kim, Hye Yun; Kim, Hyun-Jin; Jeong, Hyeongsun; Kim, Byung-Gyu; Lee, Ha-Eun; Lee, Jieun; Kim, Han Byeol; Lee, Seung Eun; Yang, Yong Ryoul; Yi, Eugene C; Hanover, John A; Myung, Kyungjae; Suh, Pann-Ghill; Kwon, Taejoon; Kim, Jae-Ick","England","1460-2156","12","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33300544'>Brain : a journal of neurology</a>","Brain","143","eng","3699-3716","7805798","33300544","2020 12 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7805798'>O-GlcNAcylation regulates dopamine neuron function, survival and degeneration in Parkinson disease.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33300544&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33300544'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7805798&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7805798'>Cited By, Google</a>"," ",2.12
"ZIADK013037"," ","2020","Hall, Kevin D; Ayuketah, Alexis; Brychta, Robert; Cai, Hongyi; Cassimatis, Thomas; Chen, Kong Y; Chung, Stephanie T; Costa, Elise; Courville, Amber; Darcey, Valerie; Fletcher, Laura A; Forde, Ciaran G; Gharib, Ahmed M; Guo, Juen; Howard, Rebecca; Joseph, Paule V; McGehee, Suzanne; Ouwerkerk, Ronald; Raisinger, Klaudia; Rozga, Irene; Stagliano, Michael; Walter, Mary; Walter, Peter J; Yang, Shanna; Zhou, Megan","United States","1932-7420","4","<a href='https://www.ncbi.nlm.nih.gov/pubmed/33027677'>Cell metabolism</a>","Cell Metab","32","eng","690"," ","33027677","2020 Oct 06","Ultra-Processed Diets Cause Excess Calorie Intake and Weight Gain: An Inpatient Randomized Controlled Trial of Ad Libitum Food Intake.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33027677&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/33027677'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," ",1.48
"ZIADK069091"," ","2020","Basolo, Alessio; Shah, Mujtaba H; Parthasarathy, Varsha; Parrington, Shannon; Walter, Mary; Votruba, Susanne B; Krakoff, Jonathan; Piaggi, Paolo; Chang, Douglas C","United States","1930-739X","6","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32352645'>Obesity (Silver Spring, Md.)</a>","Obesity (Silver Spring)","28","eng","1129-1140","7245563","32352645","2020 06","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7245563'>Thigh Adipocyte Size is Inversely Related to Energy Intake and Respiratory Quotient in Healthy Women.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32352645&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32352645'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7245563&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7245563'>Cited By, Google</a>"," "," ",
"ZIADK075007"," ","2020","Hollstein, Tim; Basolo, Alessio; Ando, Takafumi; Votruba, Susanne B; Walter, Mary; Krakoff, Jonathan; Piaggi, Paolo","United States","1945-7197","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32118268'>The Journal of clinical endocrinology and metabolism</a>","J Clin Endocrinol Metab","105","eng"," ","7341172","32118268","2020 May 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7341172'>Recharacterizing the Metabolic State of Energy Balance in Thrifty and Spendthrift Phenotypes.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32118268&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32118268'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7341172&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7341172'>Cited By, Google</a>"," ",1.67
"ZIADK025021"," ","2020","Suresh, Sukanya; Alvarez, Josue Caban; Dey, Soumyadeep; Noguchi, Constance Tom","Switzerland","1422-0067","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32121294'>International journal of molecular sciences</a>","Int J Mol Sci","21","eng"," ","7084787","32121294","2020 Feb 28","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7084787'>Erythropoietin-Induced Changes in Bone and Bone Marrow in Mouse Models of Diet-Induced Obesity.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32121294&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32121294'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7084787&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7084787'>Cited By, Google</a>"," ",2.08
"ZIADK013022"," ","2020","Chow, Carson C; Chang, Joshua C; Gerkin, Richard C; Vattikuti, Shashaank","United States"," "," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32510525'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","7239078","32510525","2020 May 05","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7239078'>Global prediction of unreported SARS-CoV2 infection from observed COVID-19 cases.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32510525&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32510525'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7239078&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7239078'>Cited By, Google</a>"," ",1.7
"ZIADK075071"," ","2020","Hanson, Robert L; Van Hout, Cristopher V; Hsueh, Wen-Chi; Shuldiner, Alan R; Kobes, Sayuko; Sinha, Madhumita; Baier, Leslie J; Regeneron Genetics Center; Knowler, William C","Germany","1432-0428","12","<a href='https://www.ncbi.nlm.nih.gov/pubmed/32886191'>Diabetologia</a>","Diabetologia","63","eng","2616-2627","7642101","32886191","2020 12","<a href='https://www.ncbi.nlm.nih.gov/pubmed/7642101'>Assessment of the potential role of natural selection in type 2 diabetes and related traits across human continental ancestry groups: comparison of phenotypic with genotypic divergence.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32886191&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/32886191'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=7642101&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/7642101'>Cited By, Google</a>"," ",0.25
